sample_index,window_index,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9,logit_10
0,0,-1492,4648,-3984,1564,1988,-3640,-696,-4440,656,-56,2084
0,1,-772,2992,-2460,1092,1064,-1980,-308,-3008,524,256,1652
0,2,-1988,3860,-2868,732,848,-3616,-900,-4268,48,-980,2128
0,3,-1912,3612,-2836,-8,164,-3768,-808,-3824,36,-1520,2256
1,0,-52,-12,48,-44,-140,-72,20,-284,-56,-52,56
1,1,-44,128,-948,240,196,-60,100,-940,340,800,472
1,2,316,112,-324,208,-80,-4,148,-884,-8,292,276
1,3,-628,-880,-568,-156,-148,-24,-116,-424,28,172,80
2,0,-3216,-4260,3220,-868,-2172,620,2016,-4476,-1848,-3328,-868
2,1,-3572,-4528,3284,-704,-2180,200,1832,-4932,-2172,-3656,-1212
2,2,-3452,-4736,3256,-676,-2160,196,2136,-4440,-1804,-3792,-1392
2,3,-2980,-4560,2924,-564,-2012,172,1704,-3932,-1896,-3852,-1628
3,0,-172,748,-1760,1040,700,-504,-204,-1384,564,1176,1116
3,1,-424,744,-1612,1052,568,-588,-160,-1572,312,948,1144
3,2,-372,1336,-2060,1428,992,-924,-216,-1884,352,1008,1116
3,3,-320,1208,-1916,1320,1048,-676,-208,-1564,632,1220,1164
4,0,0,700,-1524,756,736,-552,-224,-856,492,680,624
4,1,-332,32,-1892,588,680,-612,-636,-804,448,432,664
4,2,-140,992,-1604,720,940,-936,-416,-1352,308,460,600
4,3,-192,684,-1856,908,896,-748,-452,-1028,488,680,712
5,0,-784,-1832,76,-528,-640,360,392,-1364,-672,-52,-260
5,1,-764,-1760,180,-664,-928,204,112,-1792,-848,-140,-316
5,2,-704,-1732,476,-776,-984,260,104,-2132,-1040,-256,-308
5,3,-620,-1700,280,-516,-880,292,248,-1516,-780,-284,-252
6,0,-164,-748,-880,-248,60,-228,-448,56,144,64,-12
6,1,-172,-692,-872,-236,0,-212,-436,0,124,-8,-44
6,2,-132,-792,-944,-236,-28,-248,-512,-36,132,16,28
6,3,-68,-796,-824,-216,36,-228,-536,-64,48,168,84
7,0,-420,-1560,-1604,-564,-88,-572,-1220,-692,100,280,224
7,1,-624,-1372,-1384,-512,-348,-624,-924,-840,252,428,348
7,2,-160,-1440,-1260,-100,-72,-640,-1408,-996,-476,756,600
7,3,-280,-1272,-1076,-268,-172,-612,-1172,-972,-108,644,576
8,0,-788,-916,-1508,-228,-128,-960,-1096,-824,28,760,220
8,1,-880,-996,-1360,-196,-256,-1220,-1408,-1504,-220,1284,528
8,2,-744,-1452,-1424,-256,-136,-1196,-1940,-1820,-552,1460,640
8,3,-656,-1276,-1296,-400,-320,-904,-1180,-1176,36,952,588
9,0,-24,-152,-172,-44,-8,-40,-116,-48,-24,52,-8
9,1,0,0,0,0,0,0,0,0,0,0,0
9,2,16,-320,-192,-108,-56,-44,-184,-156,-108,176,-16
9,3,-92,-372,-232,-136,-48,-68,-208,-200,-56,220,24
10,0,-1868,-3104,2132,-1120,-1676,716,1140,-3500,-1476,-1784,-548
10,1,-2992,-4384,2872,-816,-1964,380,1892,-4480,-1844,-3380,-960
10,2,-2020,-3500,2364,-884,-1820,476,1136,-3916,-1708,-2152,-456
